"","ID","jab","ext","int","red","jab_ex","jab_in","jab_re","province"
"18397",18397,0.031011346,0,0,0,0,0,0,"Zaragoza"
"12587",12587,0.434158844,0,0,0,0,0,0,"Teruel"
"333",333,3.225179982,0,0,0,0,0,0,"Malaga"
"13135",13135,0.279102114,0,0,0,0,0,0,"Guadalajara"
"19438",19438,0.527192882,0,0,0,0,0,0,"Ourense"
"20644",20644,3.349225366,0,0,0.554038901,0,0,1.85560114,"Girona"
"21955",21955,0.434158844,0,0,0,0,0,0,"Leon"
"18250",18250,1.984726143,0,1.589901751,0,0,3.15551957,0,"Barcelona"
"20309",20309,0.062022692,0,0.397475438,0,0,0.024652497,0,"La_Rioja"
"182",182,4.868781319,0,0.397475438,0,0,1.935220986,0,"Cadiz"
"12396",12396,0.837306342,0,0,0,0,0,0,"Cuenca"
"24458",24458,0.248090768,0,0,0.554038901,0,0,0.137451936,"Lugo"
"12453",12453,0.589215574,0.609189807,0,0,0.358944122,0,0,"Salamanca"
"13332",13332,0.182677251,0,0,0,0,0,0,"Teruel"
"17387",17387,0.093034038,0,0,0,0,0,0,"Zaragoza"
"24029",24029,0.930340379,0,0,0,0,0,0,"Alava"
"10255",10255,1.147419801,0,0,0,0,0,0,"Caceres"
"13523",13523,0.093034038,0,2.384852627,0,0,0.22187247,0,"Tarragona"
"3099",3099,0.651238266,1.827569422,0.397475438,0.554038901,1.19018314,0.258851215,0.360811333,"Huelva"
"3968",3968,0.31011346,0,0,0,0,0,0,"Jaen"
"16991",16991,0.899329033,0,0,0,0,0,0,"Soria"
"9308",9308,2.635964408,0,0,0,0,0,0,"Toledo"
"9709",9709,1.829669413,0,0,0.554038901,0,0,1.01370803,"Caceres"
"6171",6171,0.992363071,0,0,0,0,0,0,"Badajoz"
"2491",2491,1.085397109,0,0,0,0,0,0,"Granada"
"15414",15414,0.496181536,0,0,0,0,0,0,"Zaragoza"
"19450",19450,0.806294996,0,0,0.554038901,0,0,0.446718793,"Ourense"
"546",546,0.15505673,0,0,0,0,0,0,"Almeria"
"178",178,0,0,0,0,0,0,0,"Cadiz"
"23677",23677,1.116408455,0,0,0,0,0,0,"Alava"
"3406",3406,0,0,0,0,0,0,0,"Cordoba"
"5753",5753,1.891692105,0,0,0,0,0,0,"Ciudad_Real"
"11400",11400,0.62022692,0,0,0,0,0,0,"Caceres"
"3293",3293,0.031011346,0,0,0,0,0,0,"Jaen"
"25152",25152,1.457533261,0,0,0.554038901,0,0,0.807530126,"Asturias"
"12911",12911,0.589215574,1.827569422,0,0,1.076832365,0,0,"Salamanca"
"7448",7448,0.062022692,0,0,0,0,0,0,"Albacete"
"13157",13157,0.713260958,0,0,0,0,0,0,"Guadalajara"
"13300",13300,1.798658067,0,0,0,0,0,0,"Guadalajara"
"22701",22701,2.139782873,0,0,0,0,0,0,"Huesca"
"17606",17606,2.077760181,0,0.397475438,0,0,0.825858638,0,"Huesca"
"17913",17913,0.062022692,0,0,0,0,0,0,"Valladolid"
"19459",19459,0.868317688,0,0,0,0,0,0,"Zamora"
"14685",14685,0,0,0,0.554038901,0,0,0,"Avila"
"23847",23847,0.651238266,0,0,0,0,0,0,"Burgos"
"3436",3436,0.248090768,0,0,0,0,0,0,"Jaen"
"25908",25908,0.248090768,0,0,0.554038901,0,0,0.137451936,"ACorunia"
"16493",16493,0.031011346,0,0.397475438,0,0,0.012326248,0,"Zaragoza"
"9103",9103,1.054385763,0,0,0,0,0,0,"Caceres"
"6099",6099,0.31011346,0,0,0,0,0,0,"Albacete"
"12631",12631,0.713260958,0,0,0,0,0,0,"Avila"
"10945",10945,0.961351725,0,0,0,0,0,0,"Castellon"
"21860",21860,1.147419801,0,0,0,0,0,0,"Lleida"
"26185",26185,0.31011346,0,0,0,0,0,0,"Lugo"
"6078",6078,0.837306342,0,0,0,0,0,0,"Ciudad_Real"
"10762",10762,1.581578645,0,0,0,0,0,0,"Cuenca"
"22848",22848,0.217079422,0,0,0,0,0,0,"Burgos"
"16390",16390,0.062022692,0,1.192426313,2.216155603,0,0.07395749,0.137451936,"Zamora"
"12190",12190,0.62022692,0,0,0,0,0,0,"Avila"
"18270",18270,2.822032484,0,0,0.554038901,0,0,1.563515775,"Girona"
"11720",11720,0.248090768,0.609189807,0,0,0.151134367,0,0,"Caceres"
"15053",15053,0.992363071,0,0,0,0,0,0,"Guadalajara"
"24060",24060,0.961351725,0,0,0,0,0,0,"Navarre"
"5415",5415,0.124045384,8.528657301,0.794950876,0,1.057940569,0.098609987,0,"Badajoz"
"16377",16377,0.713260958,0,0,0,0,0,0,"Zamora"
"10512",10512,0.31011346,0,0,0,0,0,0,"Valencia"
"13369",13369,0.31011346,0,0.397475438,0,0,0.123262483,0,"Tarragona"
"21050",21050,0.403147498,0,0,0,0,0,0,"La_Rioja"
"5268",5268,0,4.873518457,0.397475438,1.108077801,0,0,0,"Badajoz"
"25825",25825,0.496181536,0,0,0.554038901,0,0,0.274903873,"Lugo"
"11664",11664,2.077760181,0,0,0,0,0,0,"Teruel"
"3914",3914,0.279102114,7.310277686,0,1.108077801,2.040313955,0,0.309266857,"Huelva"
"12854",12854,1.798658067,0,0,0,0,0,0,"Cuenca"
"16569",16569,0.403147498,0,1.589901751,1.662116702,0,0.640964913,0.670078189,"Zamora"
"15607",15607,0.186068076,0,0.397475438,0,0,0.07395749,0,"Zaragoza"
"3434",3434,0.46517019,0,0,0,0,0,0,"Jaen"
"118",118,0.031011346,0,0,0.554038901,0,0,0.017181492,"Cadiz"
"7189",7189,1.240453839,0,0,0,0,0,0,"Valencia"
"9806",9806,0.434158844,0,0,0,0,0,0,"Valencia"
"7710",7710,0.46517019,0,0,0,0,0,0,"Ciudad_Real"
"17706",17706,0.15505673,0,0,0,0,0,0,"Valladolid"
"24067",24067,0.930340379,0,0,0,0,0,0,"Navarre"
"19115",19115,0.837306342,0,2.384852627,0,0,1.996852228,0,"Huesca"
"21438",21438,1.426521915,0,0.397475438,0,0,0.567007423,0,"Ourense"
"6572",6572,0.651238266,0,0,0,0,0,0,"Albacete"
"8695",8695,3.380236712,0,0,0,0,0,0,"Ciudad_Real"
"24192",24192,0.248090768,0,0,0,0,0,0,"Cantabria"
"10135",10135,2.201805565,0.609189807,0,1.108077801,1.341317507,0,2.439771869,"Toledo"
"12163",12163,0.434158844,0,0,0,0,0,0,"Caceres"
"10318",10318,2.635964408,0,0,0,0,0,0,"Toledo"
"17354",17354,1.054385763,0,0,0,0,0,0,"Soria"
"8265",8265,0.868317688,0,0.397475438,0,0,0.345134953,0,"Ciudad_Real"
"23929",23929,0.093034038,0,0.397475438,1.662116702,0,0.036978745,0.154633428,"ACorunia"
"5027",5027,0.124045384,7.310277686,0,0,0.906806202,0,0,"Cordoba"
"1150",1150,2.635964408,0.609189807,0,0,1.60580265,0,0,"Sevilla"
"19776",19776,0.589215574,0,0,0,0,0,0,"Burgos"
"6264",6264,1.085397109,0,0,0,0,0,0,"Albacete"
"563",563,0,0,0,0,0,0,0,"Sevilla"
"17033",17033,0.279102114,0,0,0,0,0,0,"Zaragoza"
"12591",12591,0.651238266,0,0,0,0,0,0,"Castellon"
"11230",11230,0.558204228,0,0,0,0,0,0,"Teruel"
"657",657,0,0,0,0,0,0,0,"Cadiz"
"18079",18079,0.651238266,0,0.397475438,0,0,0.258851215,0,"Zamora"
"6633",6633,1.023374417,0.609189807,0,0,0.623429264,0,0,"Badajoz"
"24347",24347,0.247052015,0,0,0,0,0,0,"Leon"
"8908",8908,4.031474978,0,0,0,0,0,0,"Valencia"
"348",348,0,0,0,0,0,0,0,"Cadiz"
"24694",24694,2.511919025,0,0,0.554038901,0,0,1.391700855,"Cantabria"
"16457",16457,0.062022692,0,0,0,0,0,0,"Soria"
"1996",1996,0.31011346,0,0,0,0,0,0,"Granada"
"21181",21181,3.690350172,0,0.397475438,0,0,1.46682355,0,"Ourense"
"17657",17657,3.752372864,0,0.397475438,0,0,1.491476047,0,"Barcelona"
"6884",6884,0.403147498,0,0,0,0,0,0,"Albacete"
"998",998,2.635964408,0,0,0.554038901,0,0,1.460426823,"Granada"
"15524",15524,0.217079422,0,0,0,0,0,0,"Valladolid"
"17634",17634,0.093034038,0,0.794950876,0,0,0.07395749,0,"Lleida"
"3798",3798,1.271465185,2.436759229,0,0,3.098254524,0,0,"Sevilla"
"13657",13657,0.434158844,0,0,0,0,0,0,"Teruel"
"23492",23492,0.930340379,0,0.397475438,0.554038901,0,0.36978745,0.515444761,"Alava"
"24348",24348,0.223854343,0,0,0,0,0,0,"Leon"
"19655",19655,2.884055176,0,0.794950876,0,0,2.292682188,0,"Girona"
"25690",25690,0,0,0,0,0,0,0,"ACorunia"
"16287",16287,0.434158844,0,0,0,0,0,0,"Zaragoza"
"4526",4526,1.116408455,0,0,0,0,0,0,"Albacete"
"4102",4102,0.651238266,0,0,0,0,0,0,"Jaen"
"13284",13284,0.496181536,0,0.397475438,0,0,0.197219973,0,"Madrid"
"368",368,0.961351725,1.827569422,0.397475438,0,1.756937017,0.382113698,0,"Cadiz"
"1663",1663,0.279102114,0,0.397475438,0,0,0.110936235,0,"Almeria"
"20453",20453,1.736635375,0,0,0,0,0,0,"Ourense"
"8220",8220,1.395510569,0.609189807,0,0,0.850130815,0,0,"Caceres"
"19383",19383,2.666975754,0,0,0,0,0,0,"Lleida"
"23822",23822,0.248090768,0,0,0,0,0,0,"Palencia"
"4659",4659,0.930340379,0,0,0,0,0,0,"Jaen"
"1975",1975,0.186068076,0,0,0,0,0,0,"Granada"
"10844",10844,0.15505673,1.218379614,0,0,0.188917959,0,0,"Caceres"
"5932",5932,0.341124806,0,0,0,0,0,0,"Ciudad_Real"
"25975",25975,0.558204228,0,0,0.554038901,0,0,0.309266857,"Asturias"
"26114",26114,0.341124806,0,0,0.554038901,0,0,0.188996412,"ACorunia"
"18767",18767,0,0,0,0,0,0,0,"Zamora"
"24053",24053,0.46517019,0,0,0,0,0,0,"Navarre"
"24801",24801,0.372136152,0,0,0.554038901,0,0,0.206177904,"Lugo"
"10251",10251,0.744272304,1.827569422,0.397475438,0,1.360209303,0.29582996,0,"Caceres"
"16568",16568,0.403147498,0,0.794950876,0,0,0.320482456,0,"Zamora"
"24064",24064,0.899329033,0,0,0,0,0,0,"Navarre"
"5696",5696,0.15505673,4.26432865,0.397475438,0,0.661212856,0.061631242,0,"Badajoz"
"22697",22697,1.426521915,0,0,0,0,0,0,"Huesca"
"400",400,0,0,0,0,0,0,0,"Cadiz"
"19983",19983,0.124045384,0,0,0,0,0,0,"Leon"
"16357",16357,3.132145944,0,1.589901751,0,0,4.979804322,0,"Tarragona"
"7565",7565,0,0,0,0,0,0,0,"Ciudad_Real"
"14476",14476,0.589215574,0,0.397475438,0,0,0.234198718,0,"Tarragona"
"22594",22594,0.186068076,0,0,1.662116702,0,0,0.309266857,"Leon"
"10468",10468,0.124045384,0,0,0,0,0,0,"Cuenca"
"14614",14614,0.186068076,0,0.397475438,0,0,0.07395749,0,"Teruel"
"19725",19725,1.271465185,0,1.192426313,0,0,1.516128544,0,"Zamora"
"18286",18286,2.232816911,0,0,1.662116702,0,0,3.71120228,"Zamora"
"24862",24862,0.961351725,0,0,0,0,0,0,"Cantabria"
"12871",12871,0.651238266,0,0,0,0,0,0,"Teruel"
"18517",18517,0.031011346,0,0,0,0,0,0,"Zamora"
"13132",13132,0.031011346,0,0,0,0,0,0,"Madrid"
"17451",17451,2.108771527,0,1.192426313,0,0,2.514554658,0,"Barcelona"
"17883",17883,1.302476531,0,1.192426313,1.108077801,0,1.553107288,1.443245331,"Zamora"
"8534",8534,0.806294996,0,0,0,0,0,0,"Caceres"
"15443",15443,0.248090768,0,1.589901751,0,0,0.394439946,0,"Teruel"
"11008",11008,0.248090768,0,0.397475438,0,0,0.098609987,0,"Toledo"
"20203",20203,0.527192882,0,0,0,0,0,0,"Ourense"
"10591",10591,0.651238266,0,0,0,0,0,0,"Toledo"
"22796",22796,0.77528365,0,0,0,0,0,0,"Leon"
"4258",4258,1.023374417,0,0,0,0,0,0,"Jaen"
"59",59,1.612589991,0,0,0,0,0,0,"Cadiz"
"17828",17828,0.403147498,0,4.372229816,0,0,1.76265351,0,"Lleida"
"2220",2220,0.093034038,0,0,0.554038901,0,0,0.051544476,"Jaen"
"13552",13552,0.496181536,1.218379614,0,0,0.604537468,0,0,"Salamanca"
"17562",17562,0.031011346,0,0,0,0,0,0,"Soria"
"12242",12242,0.341124806,0,0,0,0,0,0,"Cuenca"
"20763",20763,0.15505673,0,0,0,0,0,0,"Burgos"
"5628",5628,0.806294996,0,0,0,0,0,0,"Ciudad_Real"
"16021",16021,0.961351725,0,0,0,0,0,0,"Zamora"
"5666",5666,0.713260958,0,0,0,0,0,0,"Albacete"
"4355",4355,1.395510569,0,0,0,0,0,0,"Cordoba"
"18754",18754,1.612589991,0,0.397475438,0,0,0.640964913,0,"Zamora"
"25454",25454,0.899329033,0,0,0.554038901,0,0,0.498263269,"Asturias"
"15507",15507,0.093034038,0,0.794950876,0.554038901,0,0.07395749,0.051544476,"Zamora"
"5575",5575,0.837306342,1.827569422,0,0,1.530235466,0,0,"Badajoz"
"25534",25534,1.023374417,0,0,0,0,0,0,"Vizcaya"
"5586",5586,1.085397109,0,0,0.554038901,0,0,0.601352221,"Cordoba"
"7756",7756,0.899329033,0,0,0,0,0,0,"Valencia"
"4782",4782,1.116408455,0,0,0,0,0,0,"Jaen"
"10410",10410,0.093034038,1.218379614,0,0.554038901,0.113350775,0,0.051544476,"Caceres"
"4124",4124,0.527192882,0,0,0,0,0,0,"Jaen"
"20543",20543,0.744272304,0,0,0,0,0,0,"La_Rioja"
"14437",14437,0.62022692,0,0.397475438,0,0,0.246524966,0,"Teruel"
"2858",2858,0,0,0,0,0,0,0,"Sevilla"
"7190",7190,1.023374417,0,0,0,0,0,0,"Valencia"
"5715",5715,0.023783571,0,0.794950876,1.108077801,0,0.018906771,0.026354047,"Badajoz"
"7422",7422,0,0,0,0,0,0,0,"Ciudad_Real"
"17815",17815,0.15505673,0,8.346984194,0,0,1.294256074,0,"Lleida"
"16903",16903,1.209442493,0,0,0,0,0,0,"Barcelona"
"899",899,1.767646721,0,0,0,0,0,0,"Granada"
"11156",11156,0.093034038,0,0,0,0,0,0,"Toledo"
"25940",25940,1.736635375,0,0,0.554038901,0,0,0.962163554,"Asturias"
"9237",9237,1.054385763,0.609189807,0,0,0.64232106,0,0,"Caceres"
"23735",23735,0.217079422,0,0,0,0,0,0,"ACorunia"
"2566",2566,0,0,0,0,0,0,0,"Sevilla"
"4519",4519,0.372136152,0,0,0,0,0,0,"Jaen"
"18498",18498,2.387873641,0,0,0,0,0,0,"Ourense"
"6152",6152,0.124045384,1.827569422,2.384852627,2.216155603,0.226701551,0.29582996,0.274903873,"Badajoz"
"9122",9122,2.325850949,0,0,0,0,0,0,"Caceres"
"24011",24011,0.093034038,0.609189807,0,0.554038901,0.056675388,0,0.051544476,"Cantabria"
"6735",6735,0.403147498,0,0,0,0,0,0,"Albacete"
"6673",6673,0.651238266,0,0,0,0,0,0,"Ciudad_Real"
"17799",17799,0.124045384,0,1.192426313,0,0,0.14791498,0,"Huesca"
"8437",8437,0.031011346,0,0,0,0,0,0,"Ciudad_Real"
"2672",2672,0.961351725,0,0,0,0,0,0,"Huelva"
"46",46,0.031011346,0,0,0,0,0,0,"Cadiz"
"12269",12269,0.186068076,0,0,0,0,0,0,"Teruel"
"6004",6004,0.031011346,3.045949036,1.192426313,3.324233404,0.094458979,0.036978745,0.103088952,"Badajoz"
"21586",21586,1.302476531,0,0,0,0,0,0,"Huesca"
"4263",4263,1.147419801,0,0,0,0,0,0,"Albacete"
"7674",7674,3.132145944,0,0,0,0,0,0,"Ciudad_Real"
"4274",4274,1.271465185,0,0.397475438,0,0,0.505376181,0,"Murcia"
"23888",23888,0.868317688,0,0,0,0,0,0,"Navarre"
"14015",14015,0.093034038,4.26432865,0.397475438,0,0.396727713,0.036978745,0,"Salamanca"
"3487",3487,0.061997806,0,0.397475438,0,0,0.024642605,0,"Murcia"
"16947",16947,0.124045384,0,0,0,0,0,0,"Valladolid"
"6834",6834,0.527192882,0,0,0,0,0,0,"Ciudad_Real"
"1967",1967,0.126306996,0,0,0,0,0,0,"Cordoba"
"11134",11134,0.124045384,0.609189807,0,0.554038901,0.075567184,0,0.068725968,"Caceres"
"20278",20278,0.77528365,0,0,0,0,0,0,"Burgos"
"18967",18967,0.77528365,0,0,0,0,0,0,"Ourense"
"20239",20239,0,0,0,0,0,0,0,"Valladolid"
"4189",4189,0.77528365,0.609189807,0.397475438,0,0.472294897,0.308156208,0,"Badajoz"
"5891",5891,0.558204228,0.609189807,0,0,0.340052326,0,0,"Cordoba"
"4495",4495,2.046748835,0,0,0,0,0,0,"Jaen"
"19613",19613,2.511919025,0,0,0,0,0,0,"Huesca"
"4347",4347,1.798658067,0.609189807,0,0,1.095724161,0,0,"Cordoba"
"7229",7229,0.267305909,0.609189807,0,0,0.162840035,0,0,"Badajoz"
"2975",2975,1.798658067,4.26432865,0,0,7.670069127,0,0,"Sevilla"
"5660",5660,1.736635375,0,0,0,0,0,0,"Albacete"
"12901",12901,0.341124806,0,2.782328065,0,0,0.949121121,0,"Castellon"
"22720",22720,0.031011346,0.609189807,0,0,0.018891796,0,0,"Huesca"
"11882",11882,0.592493812,0,0,0,0,0,0,"Avila"
"15817",15817,2.046748835,0,0,0,0,0,0,"Tarragona"
"11196",11196,1.457533261,0,0,0,0,0,0,"Cuenca"
"3947",3947,3.101134598,0,0,0,0,0,0,"Cordoba"
"18495",18495,0.589215574,0,0,0,0,0,0,"Ourense"
"3760",3760,0.46517019,0,0,0,0,0,0,"Murcia"
"4608",4608,0.868317688,4.26432865,0.397475438,0,3.702791992,0.345134953,0,"Cordoba"
"21018",21018,0.341124806,0,0,0,0,0,0,"Burgos"
"705",705,0.682249612,0,0,0,0,0,0,"Granada"
"25206",25206,1.550567299,1.218379614,0,0,1.889179588,0,0,"Vizcaya"
"918",918,0.124045384,0,0.397475438,0,0,0.049304993,0,"Almeria"
"4473",4473,1.953714797,0.609189807,0,0,1.19018314,0,0,"Cordoba"
"20483",20483,0,0,0,0,0,0,0,"Leon"
"13056",13056,0.527192882,0,0.794950876,0,0,0.419092443,0,"Tarragona"
"18457",18457,1.271465185,0,0.397475438,0.554038901,0,0.505376181,0.704441174,"Barcelona"
"7697",7697,0.15505673,0,0,0,0,0,0,"Ciudad_Real"
"21575",21575,1.922703451,0,0,0,0,0,0,"Zaragoza"
"9673",9673,0.31011346,0,0,0,0,0,0,"Caceres"
"9468",9468,0.217079422,0,0,0,0,0,0,"Cuenca"
"21809",21809,1.705624029,0,0,0,0,0,0,"Zaragoza"
"21200",21200,1.302476531,0,0,0,0,0,0,"Ourense"
"7269",7269,0,0,0,0,0,0,0,"Ciudad_Real"
"23271",23271,0.496181536,0,0,0,0,0,0,"Burgos"
"3582",3582,0.031011346,0,0,0,0,0,0,"Jaen"
"1183",1183,0.031011346,0,0.397475438,0.554038901,0,0.012326248,0.017181492,"Granada"
"10540",10540,0.930340379,0,0,0.554038901,0,0,0.515444761,"Caceres"
"1540",1540,2.728998446,0,0,0,0,0,0,"Almeria"
"4034",4034,0,0,0,0,0,0,0,"Alicante"
"23960",23960,0.217079422,0,0,0,0,0,0,"Leon"
"17442",17442,0.992363071,0,0.794950876,0,0,0.788879893,0,"Lleida"
"14117",14117,0.496181536,0,0.397475438,0,0,0.197219973,0,"Teruel"
"9667",9667,0.186068076,0,0.397475438,0,0,0.07395749,0,"Valencia"
"5395",5395,0.713260958,0,0,0,0,0,0,"Alicante"
"20489",20489,0,0,0,0,0,0,0,"Valladolid"
"6556",6556,0.77528365,0,0,0,0,0,0,"Albacete"
"3236",3236,0.527192882,3.045949036,0,0,1.60580265,0,0,"Huelva"
"12703",12703,0.930340379,0,0,0,0,0,0,"Cuenca"
"13222",13222,1.426521915,0.609189807,0,0,0.86902261,0,0,"Salamanca"
"15746",15746,0.372136152,0,0,0,0,0,0,"Soria"
"20080",20080,0.341124806,0,1.589901751,0,0,0.542354926,0,"Zaragoza"
"24992",24992,1.705624029,0,0,0,0,0,0,"Asturias"
"324",324,4.651701897,0,0,0,0,0,0,"Cadiz"
"5009",5009,0.031011346,0,0.397475438,0,0,0.012326248,0,"Badajoz"
"5636",5636,3.256191328,0,0,0,0,0,0,"Ciudad_Real"
"12018",12018,1.364499223,0,0,0,0,0,0,"Salamanca"
"19713",19713,0.186068076,0,0,0,0,0,0,"Zamora"
"7211",7211,0.093034038,0,0.397475438,0,0,0.036978745,0,"Badajoz"
"1218",1218,1.178431147,0,0,0,0,0,0,"Almeria"
"13632",13632,1.054385763,0,0,0,0,0,0,"Guadalajara"
"11495",11495,1.705624029,0,0,0,0,0,0,"Cuenca"
"7568",7568,0.682249612,0,0,0,0,0,0,"Ciudad_Real"
"3653",3653,2.6979871,1.218379614,0,0,3.287172483,0,0,"Sevilla"
"7",7,0.669169795,2.436759229,1.589901751,4.986350106,1.630605674,1.063914229,3.336714878,"Cadiz"
"1189",1189,1.209442493,0,0,0,0,0,0,"Granada"
"14578",14578,0.651238266,0,0,0,0,0,0,"Guadalajara"
"23453",23453,0.217079422,0,0,0,0,0,0,"Palencia"
"19451",19451,0.434158844,0,0,0.554038901,0,0,0.240540889,"Ourense"
"23857",23857,0.62022692,0,0,0,0,0,0,"Alava"
"22603",22603,0.372136152,0,0,0,0,0,0,"Leon"
"9262",9262,1.333487877,0.609189807,0,0,0.812347223,0,0,"Caceres"
"8544",8544,0.217079422,0,0,0,0,0,0,"Badajoz"
"23615",23615,0.589215574,0,0,0.554038901,0,0,0.326448349,"Leon"
"6459",6459,0.031011346,1.218379614,0,0,0.037783592,0,0,"Badajoz"
"13231",13231,1.767646721,1.827569422,0,0,3.230497095,0,0,"Salamanca"
"25631",25631,0.806294996,0,0,0,0,0,0,"Asturias"
"57",57,1.209442493,0,0,0,0,0,0,"Cadiz"
"9141",9141,2.666975754,0,0,0,0,0,0,"Toledo"
"17115",17115,0.062022692,0,0.794950876,0,0,0.049304993,0,"Zamora"
"16602",16602,0.372136152,0,0,0,0,0,0,"Valladolid"
"9950",9950,0.46517019,0,0.794950876,0,0,0.36978745,0,"Valencia"
"8622",8622,0.961351725,0,0,0,0,0,0,"Valencia"
"21294",21294,0.496181536,0,0.397475438,0,0,0.197219973,0,"La_Rioja"
"20558",20558,0,0,0,0,0,0,0,"Navarre"
"21383",21383,2.077760181,0,0,0,0,0,0,"Lleida"
"25167",25167,0.217079422,0,0,0.554038901,0,0,0.120270444,"Leon"
"1342",1342,0,0,0,0,0,0,0,"Sevilla"
"9492",9492,0.372136152,0,0,0,0,0,0,"Cuenca"
"16581",16581,0.15505673,0,0,0,0,0,0,"Valladolid"
"8409",8409,0.806294996,0,0,0,0,0,0,"Ciudad_Real"
"17996",17996,0.217079422,0,3.974754378,0,0,0.862837382,0,"Huesca"
"14180",14180,0.341124806,1.827569422,0,0,0.623429264,0,0,"Salamanca"
"14218",14218,0.558204228,0,1.192426313,0,0,0.665617409,0,"Segovia"
"24322",24322,0.496181536,0,0,1.108077801,0,0,0.549807745,"Leon"
"2490",2490,0.651238266,0,0,0,0,0,0,"Granada"
"22189",22189,0.031011346,0,0,0,0,0,0,"Burgos"
"1152",1152,4.713724589,1.218379614,0,0,5.743105947,0,0,"Sevilla"
"1557",1557,0.194216986,0,0,0,0,0,0,"Huelva"
"10179",10179,0,0,0.397475438,0,0,0,0,"Toledo"
"9817",9817,1.705624029,0.609189807,0,0,1.039048773,0,0,"Caceres"
"17079",17079,2.542930371,0,0,0,0,0,0,"Barcelona"
"14332",14332,0.403147498,0.609189807,0,0,0.245593346,0,0,"Salamanca"
"23400",23400,0.5416938,0,0,0,0,0,0,"Leon"
"6172",6172,0.744272304,0,0,0,0,0,0,"Badajoz"
"12370",12370,0.31011346,0,0,0,0,0,0,"Madrid"
"13179",13179,0.031011346,0,0,0,0,0,0,"Teruel"
"12446",12446,1.426521915,0,0,0,0,0,0,"Castellon"
"314",314,0,0,0,0,0,0,0,"Cadiz"
"7021",7021,0.062022692,0,0.397475438,0,0,0.024652497,0,"Albacete"
"673",673,1.705624029,0,1.589901751,0,0,2.711774631,0,"Malaga"
"16291",16291,0.46517019,0,0,0,0,0,0,"Zaragoza"
"18728",18728,0.31011346,0,0.794950876,0,0,0.246524966,0,"Ourense"
"24669",24669,1.519555953,0,0,0,0,0,0,"Asturias"
"6231",6231,0.496181536,0,0,0,0,0,0,"Ciudad_Real"
"6034",6034,0.279102114,0.609189807,0.397475438,0.554038901,0.170026163,0.110936235,0.154633428,"Badajoz"
"8068",8068,1.581578645,0.609189807,0,0,0.96348159,0,0,"Caceres"
"16859",16859,0.124045384,0,1.589901751,0,0,0.197219973,0,"Zaragoza"
"710",710,1.395510569,0,0,1.108077801,0,0,1.546334283,"Granada"
"17532",17532,0.186068076,0,0.794950876,0,0,0.14791498,0,"Burgos"
"11282",11282,0.031011346,0,0,0.554038901,0,0,0.017181492,"Caceres"
"6549",6549,0.589215574,0,0,0,0,0,0,"Ciudad_Real"
"16888",16888,1.488544607,0,0,0,0,0,0,"Tarragona"
"8825",8825,0.992363071,0,0.397475438,0,0,0.394439946,0,"Caceres"
"15760",15760,0.46517019,0,0,0,0,0,0,"Zaragoza"
"6656",6656,0.806294996,0,0,2.770194503,0,0,2.233593965,"Ciudad_Real"
"6596",6596,2.915066522,0,0,0,0,0,0,"Alicante"
"22141",22141,1.767646721,0,0,0,0,0,0,"Leon"
"18174",18174,0.744272304,0,0,0,0,0,0,"Zaragoza"
"9977",9977,0.279102114,1.218379614,0,0,0.340052326,0,0,"Caceres"
"12340",12340,0.77528365,0,0,0.554038901,0,0,0.429537301,"Avila"
"21646",21646,4.2485544,0,1.192426313,0,0,5.06608806,0,"Girona"
"20893",20893,1.798658067,0,0,0,0,0,0,"Girona"
"12488",12488,1.116408455,0,0,0,0,0,0,"Avila"
"20517",20517,0.031011346,0,0.397475438,0.554038901,0,0.012326248,0.017181492,"Burgos"
"24257",24257,0.403147498,0,0,0,0,0,0,"Navarre"
"23443",23443,0.248090768,0.609189807,0,0,0.151134367,0,0,"Palencia"
"13375",13375,0.682249612,2.436759229,0,1.108077801,1.662478037,0,0.75598565,"Salamanca"
"5759",5759,2.201805565,0,0,0,0,0,0,"Ciudad_Real"
"11116",11116,0.341124806,0,0,0,0,0,0,"Caceres"
"1382",1382,1.395510569,0,0,0,0,0,0,"Granada"
"12638",12638,0.713260958,0,0,0,0,0,0,"Avila"
"15161",15161,0.899329033,0.609189807,0.794950876,0.554038901,0.547862081,0.714922403,0.498263269,"Salamanca"
"24108",24108,0.217079422,0,1.192426313,1.662116702,0,0.258851215,0.360811333,"ACorunia"
"20634",20634,1.209442493,0,0,0,0,0,0,"Barcelona"
"22836",22836,0.434158844,0,0,0,0,0,0,"Palencia"
"5789",5789,3.78338421,0,0,0,0,0,0,"Jaen"
"21206",21206,1.581578645,0,0,0,0,0,0,"Ourense"
"4502",4502,1.209442493,0,0,0,0,0,0,"Jaen"
"24242",24242,0.77528365,0,0,0,0,0,0,"Navarre"
"2088",2088,0.092330183,0,0,0,0,0,0,"Cordoba"
"19435",19435,0,0,0,0,0,0,0,"Pontevedra"
"11601",11601,2.6979871,0,0,0.554038901,0,0,1.494789807,"Toledo"
"15543",15543,0.124045384,0,0,0,0,0,0,"Segovia"
"21503",21503,0.15505673,0,0.397475438,0,0,0.061631242,0,"Palencia"
"6115",6115,0.496181536,0,0.397475438,0,0,0.197219973,0,"Albacete"
"338",338,0.279102114,0,0,0,0,0,0,"Malaga"
"15002",15002,0.279102114,0,0.397475438,0,0,0.110936235,0,"Salamanca"
