"","ID","jab","ext","int","red","jab_ex","jab_in","jab_re","province"
"2357",2357,0.31011346,0,0,0,0,0,0,"Granada"
"2638",2638,0.279102114,0,0,0,0,0,0,"Almeria"
"11561",11561,0.124045384,0,0,0.554038901,0,0,0.068725968,"Caceres"
"692",692,0.434158844,0,0.397475438,0,0,0.172567476,0,"Malaga"
"21542",21542,0.031011346,0,0,0,0,0,0,"La_Rioja"
"6455",6455,0.062022692,1.827569422,0.397475438,0,0.113350775,0.024652497,0,"Badajoz"
"17876",17876,1.860680759,0,0.397475438,0,0,0.739574899,0,"Zamora"
"2042",2042,0.434158844,0,0,0,0,0,0,"Huelva"
"11698",11698,2.232816911,0,0.794950876,0,0,1.774979758,0,"Castellon"
"2380",2380,2.201805565,0,0,0,0,0,0,"Granada"
"18748",18748,0.031011346,0,0,1.108077801,0,0,0.034362984,"Zamora"
"613",613,1.116408455,0,0,0,0,0,0,"Granada"
"15421",15421,0.434158844,0,0,0,0,0,0,"Zaragoza"
"3666",3666,2.946077868,0,0,0,0,0,0,"Sevilla"
"7003",7003,0.899329033,0,0,0,0,0,0,"Albacete"
"18830",18830,0.248090768,0,0,0,0,0,0,"Soria"
"9852",9852,0.651238266,0,0,1.108077801,0,0,0.721622666,"Caceres"
"23763",23763,0.496181536,0,0.397475438,1.662116702,0,0.197219973,0.824711618,"Lugo"
"23558",23558,0.186068076,0,0,0,0,0,0,"ACorunia"
"14958",14958,0.217079422,0,0,0,0,0,0,"Tarragona"
"13579",13579,2.791021138,0,0,0,0,0,0,"Avila"
"19346",19346,0.496181536,0.609189807,0.397475438,0,0.302268734,0.197219973,0,"Huesca"
"8309",8309,0,0,0,0,0,0,0,"Cuenca"
"11176",11176,0.403147498,0,0,0,0,0,0,"Toledo"
"19144",19144,15.009491455,0,0.794950876,0,0,11.931808375,0,"Lleida"
"26178",26178,0.341124806,0,0,0,0,0,0,"ACorunia"
"20429",20429,0.930340379,0,1.192426313,0.554038901,0,1.109362349,0.515444761,"Ourense"
"12764",12764,2.760009792,0,0,0,0,0,0,"Salamanca"
"21714",21714,0.217079422,0,0,0,0,0,0,"Leon"
"6779",6779,0,0.609189807,1.987377189,3.324233404,0,0,0,"Badajoz"
"22121",22121,0.930340379,0,0,0,0,0,0,"Lugo"
"13939",13939,0.527192882,0,0,0,0,0,0,"Guadalajara"
"6400",6400,3.225179982,0,0,0,0,0,0,"Albacete"
"7927",7927,0.496181536,0.609189807,0,0,0.302268734,0,0,"Caceres"
"24450",24450,0.217079422,0,0.397475438,3.878272305,0,0.086283738,0.84189311,"ACorunia"
"9018",9018,0.031011346,0,0.794950876,0,0,0.024652497,0,"Toledo"
"10411",10411,0.372136152,1.218379614,0,1.108077801,0.453403101,0,0.412355809,"Caceres"
"23424",23424,1.085397109,0,0,0,0,0,0,"Leon"
"2788",2788,1.829669413,0,3.57727894,0,0,6.545237859,0,"Murcia"
"3215",3215,0,0,0.397475438,0,0,0,0,"Murcia"
"18409",18409,0.372136152,0,1.192426313,0,0,0.44374494,0,"Zaragoza"
"18396",18396,0.186068076,0,0,0,0,0,0,"Zaragoza"
"1788",1788,0.217079422,0,0,0,0,0,0,"Huelva"
"21150",21150,4.062486324,0,0,0,0,0,0,"Girona"
"5562",5562,0.124045384,1.827569422,0.794950876,0.554038901,0.226701551,0.098609987,0.068725968,"Badajoz"
"21000",21000,0.279102114,0,0,0,0,0,0,"Palencia"
"1015",1015,0.899329033,0,0,0,0,0,0,"Almeria"
"14718",14718,0.364610063,0,0,0,0,0,0,"Madrid"
"12052",12052,7.225643614,0,0,0,0,0,0,"Madrid"
"22452",22452,0.341124806,0,0,0,0,0,0,"Navarre"
"6241",6241,2.077760181,0,0,0,0,0,0,"Ciudad_Real"
"5252",5252,0.093034038,0,0,0,0,0,0,"Alicante"
"23053",23053,0.46517019,0,0,0,0,0,0,"Palencia"
"9858",9858,1.023374417,0,0,0,0,0,0,"Toledo"
"25653",25653,0.15505673,1.218379614,0,0,0.188917959,0,0,"Cantabria"
"13870",13870,0.062022692,0,0,0,0,0,0,"Salamanca"
"12204",12204,2.046748835,0,0,0,0,0,0,"Madrid"
"4715",4715,0.043105468,9.747036915,5.962131567,6.094427907,0.42015059,0.257000473,0.262703168,"Badajoz"
"17053",17053,0.713260958,0,6.757082443,0,0,4.819563094,0,"Lleida"
"21182",21182,4.124509016,0,0.794950876,0,0,3.278782053,0,"Ourense"
"24371",24371,0.15505673,0,0,0,0,0,0,"Burgos"
"2166",2166,0.496181536,0,0,0,0,0,0,"Huelva"
"19773",19773,0.434158844,0,0,1.662116702,0,0,0.721622666,"Burgos"
"21595",21595,2.573941717,0,0,0,0,0,0,"Huesca"
"12646",12646,0.558204228,0,0,0,0,0,0,"Avila"
"15786",15786,0.589215574,0,0.397475438,0,0,0.234198718,0,"Zaragoza"
"1255",1255,1.209442493,1.218379614,0,0,1.473560079,0,0,"Sevilla"
"5429",5429,0.093034038,1.218379614,0.794950876,3.324233404,0.113350775,0.07395749,0.309266857,"Badajoz"
"4133",4133,1.364499223,0,0,0,0,0,0,"Murcia"
"13627",13627,0.372136152,0,0,0,0,0,0,"Guadalajara"
"13616",13616,1.178431147,0,0,0,0,0,0,"Guadalajara"
"396",396,0.006415092,0,0,0,0,0,0,"Cadiz"
"20653",20653,6.760473424,0,0.397475438,0,0,2.687122134,0,"Girona"
"16820",16820,0.062022692,0,0,0,0,0,0,"Soria"
"25799",25799,0.403147498,0,0,0,0,0,0,"Vizcaya"
"4391",4391,1.426521915,0,0,0,0,0,0,"Jaen"
"23868",23868,0.403147498,0,0,0,0,0,0,"Alava"
"22276",22276,0.899329033,0,0,0,0,0,0,"Huesca"
"20114",20114,2.728998446,0,0.397475438,0,0,1.084709852,0,"Huesca"
"16140",16140,0.124045384,0,0,0,0,0,0,"Zaragoza"
"8703",8703,1.984726143,0,0,0,0,0,0,"Ciudad_Real"
"10941",10941,0.31011346,0,0,0,0,0,0,"Teruel"
"17223",17223,0.124045384,0,1.987377189,0,0,0.246524966,0,"Zaragoza"
"2885",2885,2.511919025,0,0,0,0,0,0,"Jaen"
"14941",14941,0.15505673,0,0,0,0,0,0,"Teruel"
"23356",23356,0.062022692,0,0,0,0,0,0,"ACorunia"
"22634",22634,0.31011346,0,0,0,0,0,0,"Burgos"
"5941",5941,1.023374417,0,0,0,0,0,0,"Albacete"
"24484",24484,0.139162118,0,0,0,0,0,0,"Asturias"
"10450",10450,0.279102114,0,0,0,0,0,0,"Toledo"
"21371",21371,3.16315729,0,0,0,0,0,0,"Lleida"
"1413",1413,0.558204228,0.609189807,0,0.554038901,0.340052326,0,0.309266857,"Almeria"
"15852",15852,0.651238266,0,0,0,0,0,0,"Zamora"
"9870",9870,1.550567299,0,0,0,0,0,0,"Toledo"
"18889",18889,2.915066522,0,1.192426313,0,0,3.476002027,0,"Huesca"
"11515",11515,0.992363071,0,0,0,0,0,0,"Valencia"
"7296",7296,0.62022692,0,0,0,0,0,0,"Albacete"
"8782",8782,0.31011346,0,0,0,0,0,0,"Valencia"
"9770",9770,1.147419801,0,0,0,0,0,0,"Cuenca"
"14127",14127,0.434158844,0,0,0,0,0,0,"Teruel"
"7758",7758,2.822032484,0,0,0,0,0,0,"Valencia"
"18669",18669,0.961351725,0,6.359607005,0,0,6.113819167,0,"Lleida"
"11717",11717,0.186068076,0.609189807,0.397475438,0.554038901,0.113350775,0.07395749,0.103088952,"Caceres"
"16073",16073,0.062022692,0,0,0,0,0,0,"Segovia"
"3111",3111,6.078223813,6.091898072,0,0,37.027919924,0,0,"Sevilla"
"8070",8070,0.46517019,1.827569422,0,0,0.850130815,0,0,"Caceres"
"13758",13758,0.930340379,0,0,0,0,0,0,"Madrid"
"13894",13894,1.147419801,0,0,0,0,0,0,"Avila"
"2720",2720,0,0,0,0,0,0,0,"Cordoba"
"11868",11868,0.62022692,0,0,0,0,0,0,"Caceres"
"12804",12804,0.496181536,0,0,0,0,0,0,"Avila"
"5926",5926,1.178431147,0,0,0,0,0,0,"Ciudad_Real"
"22003",22003,0,0,0,0.554038901,0,0,0,"La_Rioja"
"13016",13016,0.186068076,0,0,0,0,0,0,"Teruel"
"26077",26077,0.279102114,0,0.397475438,1.108077801,0,0.110936235,0.309266857,"Lugo"
"10134",10134,2.232816911,0,0,0,0,0,0,"Toledo"
"24847",24847,0.336038292,0,0,0,0,0,0,"Leon"
"13677",13677,0.558204228,0,0,0,0,0,0,"Teruel"
"62",62,0.899329033,0,0,0,0,0,0,"Cadiz"
"25162",25162,0.341124806,0,0,0,0,0,0,"Asturias"
"16243",16243,0,0,0.794950876,0,0,0,0,"Segovia"
"3949",3949,1.054385763,0,0,0,0,0,0,"Cordoba"
"41",41,1.674612683,0,0,0,0,0,0,"Cadiz"
"77",77,1.581578645,0,0,0,0,0,0,"Cadiz"
"4278",4278,1.333487877,0,0.794950876,0,0,1.060057356,0,"Murcia"
"12747",12747,0.62022692,0,0,0,0,0,0,"Castellon"
"24590",24590,0.744272304,0,0,0,0,0,0,"Navarre"
"23336",23336,0.31011346,0,0,0,0,0,0,"Huesca"
"24651",24651,0.162427108,0,0,1.108077801,0,0,0.179981873,"Asturias"
"24789",24789,0.806294996,0,0,0,0,0,0,"Lugo"
"16829",16829,0.248090768,0,0,0,0,0,0,"Zaragoza"
"24253",24253,0.62022692,0.609189807,0,0,0.377835918,0,0,"Navarre"
"8188",8188,0.323420952,0,0,0,0,0,0,"Valencia"
"13634",13634,1.581578645,0,0,0,0,0,0,"Guadalajara"
"14258",14258,0.217079422,0,0,0,0,0,0,"Guadalajara"
"8527",8527,2.791021138,0,0,0,0,0,0,"Caceres"
"20756",20756,0.062022692,0,0,0.554038901,0,0,0.034362984,"Palencia"
"5266",5266,0.093034038,1.827569422,0,0.554038901,0.170026163,0,0.051544476,"Badajoz"
"9740",9740,0.15505673,0,0,0,0,0,0,"Toledo"
"4599",4599,0.279102114,4.26432865,0,0,1.19018314,0,0,"Cordoba"
"5261",5261,0.093034038,3.655138843,0,0,0.340052326,0,0,"Badajoz"
"22215",22215,0.031011346,0,0,0,0,0,0,"La_Rioja"
"14670",14670,0.372136152,0.609189807,0,0,0.226701551,0,0,"Salamanca"
"24846",24846,0.137418233,0,0,2.216155603,0,0,0.304540187,"Leon"
"25303",25303,0.899329033,0,0,0.554038901,0,0,0.498263269,"Asturias"
"13998",13998,0.496181536,0,0,0,0,0,0,"Tarragona"
"17712",17712,0.341124806,0,0,0,0,0,0,"Valladolid"
"1354",1354,0.031011346,0,0,0,0,0,0,"Sevilla"
"24894",24894,1.891692105,0,0,0,0,0,0,"Vizcaya"
"15446",15446,0.186068076,0,0,0,0,0,0,"Zaragoza"
"3771",3771,0.279102114,23.149212673,1.987377189,5.540389007,6.460994191,0.554681174,1.546334283,"Huelva"
"6832",6832,0.403147498,0,0,0,0,0,0,"Ciudad_Real"
"13955",13955,0.899329033,0,0,0,0,0,0,"Guadalajara"
"11676",11676,0.217079422,0,0.794950876,0,0,0.172567476,0,"Teruel"
"8557",8557,2.325850949,0,0,0,0,0,0,"Ciudad_Real"
"23750",23750,0.15505673,0,0.397475438,0.554038901,0,0.061631242,0.08590746,"Pontevedra"
"9305",9305,0,0,0,0,0,0,0,"Toledo"
"17789",17789,0.031011346,0,0,0,0,0,0,"Zaragoza"
"21915",21915,1.581578645,0,0,0,0,0,0,"Ourense"
"746",746,0,0,0,0,0,0,0,"Sevilla"
"14579",14579,0.651238266,0,0,0,0,0,0,"Guadalajara"
"22111",22111,1.860680759,0,0.794950876,3.324233404,0,1.479149799,6.185337133,"Ourense"
"10660",10660,0.77528365,0,2.384852627,0,0,1.848937248,0,"Castellon"
"21419",21419,0.31011346,0,0,0,0,0,0,"Pontevedra"
"5938",5938,0.992363071,0,0,0,0,0,0,"Ciudad_Real"
"25424",25424,0.589215574,0,0.397475438,0,0,0.234198718,0,"Lugo"
"19559",19559,0,0,0,0,0,0,0,"Soria"
"1918",1918,0.185869613,0,0,0,0,0,0,"Huelva"
"3129",3129,0,0,0,0,0,0,0,"Cordoba"
"16325",16325,0.186068076,0,0,0,0,0,0,"Zaragoza"
"8471",8471,2.170794219,0,0,0,0,0,0,"Albacete"
"23693",23693,0.575584025,0,0,0,0,0,0,"Navarre"
"6825",6825,0.961351725,0,0,0,0,0,0,"Ciudad_Real"
"11414",11414,0.372136152,3.045949036,0.397475438,2.216155603,1.133507753,0.14791498,0.824711618,"Caceres"
"13001",13001,0.77528365,0,0,0,0,0,0,"Guadalajara"
"17695",17695,0.403147498,0,0.794950876,0,0,0.320482456,0,"Zamora"
"18031",18031,1.271465185,0,3.57727894,0,0,4.548385631,0,"Lleida"
"6440",6440,0.527192882,0,0,0,0,0,0,"Alicante"
"2795",2795,1.333487877,0,0.397475438,0,0,0.530028678,0,"Murcia"
"22839",22839,0.186068076,0,0,0,0,0,0,"Burgos"
"770",770,0.248090768,0,0,0,0,0,0,"Malaga"
"614",614,1.426521915,0,0,0,0,0,0,"Granada"
"16361",16361,1.612589991,0,0.397475438,0,0,0.640964913,0,"Tarragona"
"6146",6146,0.15505673,1.827569422,0,0,0.283376938,0,0,"Badajoz"
"1933",1933,0,0,0,0,0,0,0,"Sevilla"
"15667",15667,0.124045384,0,0,0,0,0,0,"Zamora"
"23462",23462,0.527192882,0,0,0,0,0,0,"Cantabria"
"20340",20340,1.860680759,0,0.794950876,0,0,1.479149799,0,"Huesca"
"18832",18832,0.279102114,0,0,0,0,0,0,"Soria"
"2415",2415,1.147419801,0.609189807,0.397475438,0,0.698996448,0.456071188,0,"Huelva"
"16642",16642,0.186068076,0,0,0,0,0,0,"Soria"
"13353",13353,0.46517019,0,0.397475438,0,0,0.184893725,0,"Castellon"
"5127",5127,0.031011346,4.873518457,0.794950876,5.540389007,0.151134367,0.024652497,0.17181492,"Badajoz"
"13253",13253,0.31011346,0,0,0,0,0,0,"Avila"
"1633",1633,0.527192882,0,0,0,0,0,0,"Granada"
"3809",3809,3.070123252,0,0,0,0,0,0,"Cordoba"
"15048",15048,0.992363071,0,0,0,0,0,0,"Guadalajara"
"17983",17983,0.558204228,0,0,0,0,0,0,"Zaragoza"
"18547",18547,0.403147498,0,0,0,0,0,0,"Valladolid"
"21077",21077,1.829669413,0,0,0,0,0,0,"Zaragoza"
"3524",3524,1.860680759,3.655138843,0,0,6.801046517,0,0,"Sevilla"
"10724",10724,0,0,1.192426313,0,0,0,0,"Toledo"
"986",986,0.279102114,0,0,0.554038901,0,0,0.154633428,"Granada"
"5912",5912,0.837306342,0,0,0,0,0,0,"Ciudad_Real"
"3470",3470,1.085397109,0,1.192426313,0,0,1.294256074,0,"Murcia"
"7656",7656,0,0,0,0,0,0,0,"Caceres"
"22238",22238,0.62022692,0,0.397475438,0,0,0.246524966,0,"Navarre"
"15359",15359,0.093034038,0,0.794950876,0.554038901,0,0.07395749,0.051544476,"Segovia"
"26117",26117,0.77528365,0,0,1.108077801,0,0,0.859074602,"ACorunia"
"8029",8029,0.31011346,0,0,0,0,0,0,"Albacete"
"197",197,0.77528365,0,0,0,0,0,0,"Malaga"
"22692",22692,2.170794219,0,0,0,0,0,0,"Huesca"
"23031",23031,0.930340379,0,0,0,0,0,0,"Leon"
"19599",19599,1.054385763,0,2.782328065,0,0,2.9336471,0,"Huesca"
"386",386,0,0,0,0,0,0,0,"Malaga"
"24364",24364,0.651238266,0.609189807,0,0,0.396727713,0,0,"Cantabria"
"13040",13040,0.589215574,0,0,0.554038901,0,0,0.326448349,"Teruel"
"12351",12351,0.62022692,0,0,0,0,0,0,"Avila"
"19647",19647,1.953714797,0,0,0,0,0,0,"Barcelona"
"12108",12108,0.279102114,0,0,0,0,0,0,"Teruel"
"7980",7980,0.403147498,0,0,0,0,0,0,"Ciudad_Real"
"6392",6392,0.186068076,0,0,0,0,0,0,"Ciudad_Real"
"3609",3609,0.558204228,0,0,0,0,0,0,"Murcia"
"12149",12149,0.15505673,0,0,0,0,0,0,"Castellon"
"15199",15199,0.248090768,0,3.179803502,0,0,0.788879893,0,"Segovia"
"20601",20601,3.070123252,0,0,0,0,0,0,"Huesca"
"24876",24876,0.248090768,0,0,3.324233404,0,0,0.824711618,"Burgos"
"15881",15881,0,0,0.397475438,0,0,0,0,"Valladolid"
"8052",8052,0.651238266,0,0,0,0,0,0,"Valencia"
"1948",1948,0.062022692,0,0.397475438,0.554038901,0,0.024652497,0.034362984,"Sevilla"
"14210",14210,0.744272304,0,0.397475438,0,0,0.29582996,0,"Avila"
"20973",20973,1.457533261,0,0,1.662116702,0,0,2.422590377,"Leon"
"12226",12226,3.101134598,0,0,0,0,0,0,"Madrid"
"17087",17087,1.333487877,0,0.397475438,0,0,0.530028678,0,"Barcelona"
"5061",5061,1.147419801,0,0,0,0,0,0,"Jaen"
"18454",18454,1.457533261,0,2.384852627,0,0,3.476002027,0,"Lleida"
"17915",17915,0.248090768,0,0,0,0,0,0,"Valladolid"
"12138",12138,0.62022692,0,1.589901751,0,0,0.986099866,0,"Castellon"
"15095",15095,0.15505673,0,0,0,0,0,0,"Zaragoza"
"5293",5293,0.093034038,0,0.794950876,0,0,0.07395749,0,"Badajoz"
"24589",24589,0.682249612,0,0,0,0,0,0,"Navarre"
"17336",17336,0.124045384,0,1.192426313,0,0,0.14791498,0,"Burgos"
"3765",3765,0.558204228,7.310277686,0,0,4.08062791,0,0,"Huelva"
"1868",1868,1.116408455,0,0,0,0,0,0,"Granada"
"10618",10618,0.682249612,0,0,0,0,0,0,"Cuenca"
"25405",25405,0.062022692,0,0.397475438,0,0,0.024652497,0,"ACorunia"
"23111",23111,0.558204228,0,0.397475438,0,0,0.22187247,0,"Navarre"
"22932",22932,0.248090768,0,0,0,0,0,0,"Huesca"
"17790",17790,0.031011346,0,0,0,0,0,0,"Zaragoza"
"7186",7186,1.395510569,0,0,0,0,0,0,"Valencia"
"8804",8804,0.124045384,0,0,0,0,0,0,"Caceres"
"1334",1334,1.240453839,0,0,0,0,0,0,"Huelva"
"7695",7695,0.868317688,0,0,0,0,0,0,"Ciudad_Real"
"10776",10776,0.403147498,0,0,0,0,0,0,"Cuenca"
"14534",14534,0.186068076,0,1.192426313,1.108077801,0,0.22187247,0.206177904,"Segovia"
"9580",9580,2.263828257,0,0,0,0,0,0,"Toledo"
"13883",13883,0.093034038,0,0,0,0,0,0,"Avila"
"99",99,0.856511721,0,0,0.554038901,0,0,0.474540813,"Cadiz"
"10381",10381,0.837306342,0,0,0,0,0,0,"Castellon"
"25112",25112,1.054385763,0,0,0,0,0,0,"Lugo"
"5154",5154,0.217079422,0,0,0.554038901,0,0,0.120270444,"Cordoba"
"17367",17367,0.031011346,0,0,0,0,0,0,"Soria"
"19907",19907,8.745199567,0,0.397475438,0,0,3.476002027,0,"Girona"
"6688",6688,0,0,0,0,0,0,0,"Ciudad_Real"
"9315",9315,0,0,0,0,0,0,0,"Toledo"
"25177",25177,2.760009792,0.609189807,0,0,1.681369833,0,0,"Cantabria"
"2769",2769,1.550567299,0,0,0,0,0,0,"Granada"
"7329",7329,0.46517019,0,0,0,0,0,0,"Valencia"
"20771",20771,0.15505673,0,0,0,0,0,0,"Burgos"
"20528",20528,0.281887436,0,0,0,0,0,0,"Burgos"
"281",281,1.953714797,0.609189807,0,0,1.19018314,0,0,"Cadiz"
"19995",19995,0,0,1.589901751,0,0,0,0,"Valladolid"
"8542",8542,0.093034038,0,0,0,0,0,0,"Badajoz"
"8093",8093,2.139782873,0.609189807,0,0,1.303533916,0,0,"Caceres"
"25952",25952,1.798658067,0,0,2.216155603,0,0,3.986106153,"Asturias"
"22266",22266,2.170794219,0,0,0,0,0,0,"Huesca"
"13244",13244,0.558204228,0.609189807,0,0,0.340052326,0,0,"Avila"
"12929",12929,0.62022692,0,1.987377189,0.554038901,0,1.232624832,0.343629841,"Salamanca"
"6302",6302,0.15505673,1.218379614,0.397475438,2.216155603,0.188917959,0.061631242,0.343629841,"Badajoz"
"9901",9901,0,0,0,0,0,0,0,"Cuenca"
"16545",16545,3.47327075,0,1.589901751,0,0,5.522159248,0,"Barcelona"
"17842",17842,2.480907679,0,1.987377189,0,0,4.930499329,0,"Barcelona"
"3886",3886,0.558204228,0,0,0,0,0,0,"Murcia"
"10547",10547,0.744272304,0.609189807,0,0,0.453403101,0,0,"Caceres"
"22601",22601,0.682249612,0,0,0,0,0,0,"Leon"
"5801",5801,0.558204228,0,0,0,0,0,0,"Albacete"
"19760",19760,0.124045384,0,0,0,0,0,0,"Palencia"
"3177",3177,0.527192882,0,0,0,0,0,0,"Granada"
"9300",9300,0,0,0,0,0,0,0,"Toledo"
"16909",16909,0.558204228,0,1.589901751,0,0,0.887489879,0,"Barcelona"
"7031",7031,0.124045384,0,0,0,0,0,0,"Albacete"
"3065",3065,0.992363071,0,8.744459632,0.554038901,0,8.677678818,0.549807745,"Murcia"
"18470",18470,7.907893225,0,1.589901751,0,0,12.572773288,0,"Girona"
"2094",2094,0.372136152,1.218379614,0,0.554038901,0.453403101,0,0.206177904,"Cordoba"
"23771",23771,0.527192882,0,0,3.324233404,0,0,1.752512188,"Lugo"
"16935",16935,0.186068076,0,0,0,0,0,0,"Valladolid"
"15847",15847,0.434158844,0.609189807,0,0,0.264485142,0,0,"Zamora"
"9833",9833,0.31011346,0.609189807,0,0,0.188917959,0,0,"Caceres"
"24493",24493,0.15505673,0,0,0,0,0,0,"Leon"
"18266",18266,1.767646721,0,0.397475438,0.554038901,0,0.702596154,0.979345046,"Girona"
"13625",13625,0.403147498,0,0,0,0,0,0,"Guadalajara"
"3783",3783,0.093034038,10.356226722,0.794950876,3.324233404,0.96348159,0.07395749,0.309266857,"Huelva"
"8012",8012,0.186068076,0,0,0,0,0,0,"Albacete"
"18587",18587,0.19094521,0,0,0,0,0,0,"Soria"
"21608",21608,4.868781319,0,0,0,0,0,0,"Lleida"
"1165",1165,0.496181536,0.609189807,0,0,0.302268734,0,0,"Malaga"
"23664",23664,0.713260958,0,0,0,0,0,0,"Burgos"
"7212",7212,0.031011346,0,0,0,0,0,0,"Badajoz"
"13643",13643,0.124045384,0,1.589901751,0,0,0.197219973,0,"Teruel"
"19887",19887,1.054385763,0,0,0,0,0,0,"Lleida"
"11563",11563,0.527192882,0,0,0.554038901,0,0,0.292085365,"Caceres"
"11632",11632,0.062022692,0,0,0,0,0,0,"Guadalajara"
"11519",11519,0.589215574,0,0,0,0,0,0,"Teruel"
"2027",2027,1.271465185,0.609189807,0,1.108077801,0.774563631,0,1.408882347,"Huelva"
"11443",11443,1.178431147,0,0,0,0,0,0,"Toledo"
"18252",18252,2.728998446,0,6.757082443,0,0,18.440067489,0,"Barcelona"
"19220",19220,0.15505673,0,0,0,0,0,0,"Zamora"
"15491",15491,0.31011346,0,0,0,0,0,0,"Zamora"
"6504",6504,2.139782873,0,0,0.554038901,0,0,1.185522951,"Ciudad_Real"
"24124",24124,0.434158844,0,0.397475438,0.554038901,0,0.172567476,0.240540889,"Lugo"
"18645",18645,1.364499223,0,0,0,0,0,0,"Huesca"
"13007",13007,1.054385763,0,0,0,0,0,0,"Guadalajara"
"6085",6085,0.093034038,0,0,0,0,0,0,"Ciudad_Real"
"508",508,0.248090768,0,0.397475438,0,0,0.098609987,0,"Malaga"
"24063",24063,1.612589991,0,0,0.554038901,0,0,0.893437586,"Navarre"
"23865",23865,0,0,0,0,0,0,0,"Alava"
"12983",12983,1.736635375,0,0,0,0,0,0,"Guadalajara"
"2859",2859,0.069885653,0,0,0,0,0,0,"Cordoba"
"21428",21428,0.15505673,0,0.794950876,0,0,0.123262483,0,"Ourense"
"20054",20054,0.279102114,0,0,0,0,0,0,"Soria"
"11468",11468,0.124045384,0,0,0,0,0,0,"Toledo"
"19382",19382,1.426521915,0,0.397475438,0,0,0.567007423,0,"Lleida"
"14270",14270,0.372136152,0,0,0,0,0,0,"Guadalajara"
"1994",1994,0.46517019,0,1.192426313,0,0,0.554681174,0,"Granada"
"20559",20559,0.372136152,0,0.397475438,0,0,0.14791498,0,"Navarre"
"2489",2489,0.496181536,0,0,0,0,0,0,"Granada"
"2914",2914,1.240453839,0,0,0,0,0,0,"Almeria"
"3708",3708,1.829669413,0,0,0,0,0,0,"Jaen"
"25458",25458,0.868317688,0,0,0,0,0,0,"Asturias"
"16308",16308,0.744272304,0,0.397475438,0,0,0.29582996,0,"Zaragoza"
"10491",10491,0.837306342,0,0,0,0,0,0,"Cuenca"
"21848",21848,5.116872087,0,0.397475438,0,0,2.033830973,0,"Huesca"
"2384",2384,0.930340379,0,0,1.662116702,0,0,1.546334283,"Almeria"
"21374",21374,0.031011346,0,0,0,0,0,0,"Lleida"
"12799",12799,1.302476531,0,0,0,0,0,0,"Avila"
"6147",6147,0.031011346,2.436759229,0,0,0.075567184,0,0,"Badajoz"
"10851",10851,4.899792665,0.609189807,0,0,2.984903749,0,0,"Toledo"
"4964",4964,0.837306342,0,0.397475438,0,0,0.332808705,0,"Murcia"
"24907",24907,2.077760181,0,0,0.554038901,0,0,1.151159966,"Guipuzcoa"
"6056",6056,1.798658067,0.609189807,0,0,1.095724161,0,0,"Ciudad_Real"
"10670",10670,0.09731163,0,0,0,0,0,0,"Castellon"
"4160",4160,0.161405959,0,1.192426313,0.554038901,0,0.192464713,0.08942518,"Murcia"
"4743",4743,1.705624029,0,0,0,0,0,0,"Cordoba"
"23202",23202,0.403147498,0,0,1.108077801,0,0,0.446718793,"Lugo"
"1323",1323,1.116408455,0,0,0,0,0,0,"Almeria"
"6514",6514,2.6979871,0,0,0,0,0,0,"Ciudad_Real"
"887",887,0.527192882,0,0,0,0,0,0,"Granada"
"1839",1839,0,0,0,0,0,0,0,"Sevilla"
"12892",12892,0.341124806,0,0,0,0,0,0,"Castellon"
"10581",10581,0.093034038,0,3.57727894,0,0,0.332808705,0,"Toledo"
"12988",12988,0.496181536,0,0,0,0,0,0,"Guadalajara"
"16684",16684,0.62022692,0,1.192426313,0,0,0.739574899,0,"Huesca"
"8285",8285,0.031011346,0,0,0,0,0,0,"Ciudad_Real"
"15885",15885,0.093034038,0,1.589901751,0,0,0.14791498,0,"Segovia"
"2882",2882,1.302476531,0,0,0,0,0,0,"Jaen"
"2836",2836,3.070123252,6.701087879,0,0,20.573165713,0,0,"Sevilla"
"8749",8749,0.248090768,0,0,0,0,0,0,"Cuenca"
"19604",19604,0.682249612,0,1.192426313,0.554038901,0,0.813532389,0.377992825,"Huesca"
"14405",14405,0.589215574,0,0,0,0,0,0,"Guadalajara"
"21962",21962,0.558204228,0,0,0,0,0,0,"Palencia"
"9897",9897,0,0,0,0,0,0,0,"Toledo"
"11269",11269,0.093034038,0.609189807,0.397475438,0.554038901,0.056675388,0.036978745,0.051544476,"Caceres"
"10875",10875,0.031011346,0,0.397475438,0,0,0.012326248,0,"Toledo"
"11809",11809,1.581578645,0,0,0,0,0,0,"Cuenca"
"19877",19877,3.194168636,0,0,0,0,0,0,"Lleida"
"16605",16605,0.248090768,0,0,0,0,0,0,"Segovia"
"17748",17748,0.279102114,0,0,0,0,0,0,"Soria"
"7267",7267,0,0,0,0,0,0,0,"Ciudad_Real"
"6914",6914,0.15505673,0,0,0,0,0,0,"Badajoz"
"4003",4003,0.992363071,0,0,0,0,0,0,"Murcia"
"24524",24524,0.248090768,0,0,0,0,0,0,"Palencia"
"20938",20938,0.651238266,0,0,0.554038901,0,0,0.360811333,"Ourense"
"15546",15546,0.248090768,0,0.397475438,0,0,0.098609987,0,"Segovia"
"10364",10364,0.589215574,0,0,0,0,0,0,"Valencia"
"8172",8172,0.031011346,0,0,0,0,0,0,"Albacete"
"13835",13835,0.744272304,0,0,0,0,0,0,"Teruel"
"14453",14453,0.434158844,0,0,0,0,0,0,"Teruel"
